SSID,Taken,Desc,Schl Yr,GR,Abbreviation,Score,MaxScore
105900,2/1/2013,MATH,2013,1,SBA,1350,2500
105900,2/2/2013,ENGLISH,2013,1,SBA,1726,2500
105900,2/1/2014,MATH,2014,2,SBA,1205,2500
105900,2/2/2014,ENGLISH,2014,2,SBA,1693,2500
105900,2/1/2015,MATH,2015,3,SBA,2279,2500
105900,2/2/2015,ENGLISH,2015,3,SBA,1697,2500
105900,5/1/2016,MATH,2016,4,MSP,1,5
105900,5/2/2016,ENGLISH,2016,4,MSP,2,5
106000,2/1/2013,MATH,2013,1,SBA,1578,2500
106000,2/2/2013,ENGLISH,2013,1,SBA,1036,2500
106000,2/1/2014,MATH,2014,2,SBA,2034,2500
106000,2/2/2014,ENGLISH,2014,2,SBA,1147,2500
106000,2/1/2015,MATH,2015,3,SBA,2039,2500
106000,2/2/2015,ENGLISH,2015,3,SBA,1564,2500
106000,5/1/2016,MATH,2016,4,MSP,1,5
106000,5/2/2016,ENGLISH,2016,4,MSP,1,5
106100,2/1/2013,MATH,2013,1,SBA,2380,2500
106100,2/2/2013,ENGLISH,2013,1,SBA,2129,2500
106100,2/1/2014,MATH,2014,2,SBA,2104,2500
106100,2/2/2014,ENGLISH,2014,2,SBA,1852,2500
106100,2/1/2015,MATH,2015,3,SBA,2458,2500
106100,2/2/2015,ENGLISH,2015,3,SBA,1961,2500
106100,5/1/2016,MATH,2016,4,MSP,2,5
106100,5/2/2016,ENGLISH,2016,4,MSP,4,5
106200,2/1/2013,MATH,2013,1,SBA,1837,2500
106200,2/2/2013,ENGLISH,2013,1,SBA,1442,2500
106200,2/1/2014,MATH,2014,2,SBA,2169,2500
106200,2/2/2014,ENGLISH,2014,2,SBA,1850,2500
106200,2/1/2015,MATH,2015,3,SBA,2189,2500
106200,2/2/2015,ENGLISH,2015,3,SBA,1861,2500
106200,5/1/2016,MATH,2016,4,MSP,1,5
106200,5/2/2016,ENGLISH,2016,4,MSP,4,5
106300,2/1/2013,MATH,2013,1,SBA,2466,2500
106300,2/2/2013,ENGLISH,2013,1,SBA,2041,2500
106300,2/1/2014,MATH,2014,2,SBA,2152,2500
106300,2/2/2014,ENGLISH,2014,2,SBA,1519,2500
106300,2/1/2015,MATH,2015,3,SBA,1131,2500
106300,2/2/2015,ENGLISH,2015,3,SBA,2121,2500
106300,5/1/2016,MATH,2016,4,MSP,0,5
106300,5/2/2016,ENGLISH,2016,4,MSP,3,5
106400,2/1/2013,MATH,2013,1,SBA,2342,2500
106400,2/2/2013,ENGLISH,2013,1,SBA,1160,2500
106400,2/1/2014,MATH,2014,2,SBA,2104,2500
106400,2/2/2014,ENGLISH,2014,2,SBA,1049,2500
106400,2/1/2015,MATH,2015,3,SBA,1213,2500
106400,2/2/2015,ENGLISH,2015,3,SBA,1761,2500
106400,5/1/2016,MATH,2016,4,MSP,1,5
106400,5/2/2016,ENGLISH,2016,4,MSP,3,5
106500,2/1/2013,MATH,2013,1,SBA,1453,2500
106500,2/2/2013,ENGLISH,2013,1,SBA,2240,2500
106500,2/1/2014,MATH,2014,2,SBA,1516,2500
106500,2/2/2014,ENGLISH,2014,2,SBA,2330,2500
106500,2/1/2015,MATH,2015,3,SBA,2410,2500
106500,2/2/2015,ENGLISH,2015,3,SBA,2469,2500
106500,5/1/2016,MATH,2016,4,MSP,4,5
106500,5/2/2016,ENGLISH,2016,4,MSP,5,5
106600,2/1/2013,MATH,2013,1,SBA,2026,2500
106600,2/2/2013,ENGLISH,2013,1,SBA,1034,2500
106600,2/1/2014,MATH,2014,2,SBA,1119,2500
106600,2/2/2014,ENGLISH,2014,2,SBA,1704,2500
106600,2/1/2015,MATH,2015,3,SBA,2177,2500
106600,2/2/2015,ENGLISH,2015,3,SBA,2173,2500
106600,5/1/2016,MATH,2016,4,MSP,3,5
106600,5/2/2016,ENGLISH,2016,4,MSP,4,5
106700,2/1/2013,MATH,2013,1,SBA,2099,2500
106700,2/2/2013,ENGLISH,2013,1,SBA,1766,2500
106700,2/1/2014,MATH,2014,2,SBA,1339,2500
106700,2/2/2014,ENGLISH,2014,2,SBA,2456,2500
106700,2/1/2015,MATH,2015,3,SBA,1049,2500
106700,2/2/2015,ENGLISH,2015,3,SBA,1132,2500
106700,5/1/2016,MATH,2016,4,MSP,2,5
106700,5/2/2016,ENGLISH,2016,4,MSP,0,5
106800,2/1/2013,MATH,2013,1,SBA,1786,2500
106800,2/2/2013,ENGLISH,2013,1,SBA,1842,2500
106800,2/1/2014,MATH,2014,2,SBA,2039,2500
106800,2/2/2014,ENGLISH,2014,2,SBA,2273,2500
106800,2/1/2015,MATH,2015,3,SBA,1524,2500
106800,2/2/2015,ENGLISH,2015,3,SBA,1865,2500
106800,5/1/2016,MATH,2016,4,MSP,4,5
106800,5/2/2016,ENGLISH,2016,4,MSP,5,5
106900,2/1/2013,MATH,2013,1,SBA,1475,2500
106900,2/2/2013,ENGLISH,2013,1,SBA,1151,2500
106900,2/1/2014,MATH,2014,2,SBA,1576,2500
106900,2/2/2014,ENGLISH,2014,2,SBA,1918,2500
106900,2/1/2015,MATH,2015,3,SBA,1085,2500
106900,2/2/2015,ENGLISH,2015,3,SBA,1599,2500
106900,5/1/2016,MATH,2016,4,MSP,3,5
106900,5/2/2016,ENGLISH,2016,4,MSP,4,5
107000,2/1/2013,MATH,2013,1,SBA,2004,2500
107000,2/2/2013,ENGLISH,2013,1,SBA,1237,2500
107000,2/1/2014,MATH,2014,2,SBA,2452,2500
107000,2/2/2014,ENGLISH,2014,2,SBA,1636,2500
107000,2/1/2015,MATH,2015,3,SBA,1712,2500
107000,2/2/2015,ENGLISH,2015,3,SBA,1969,2500
107000,5/1/2016,MATH,2016,4,MSP,4,5
107000,5/2/2016,ENGLISH,2016,4,MSP,1,5
107100,2/1/2013,MATH,2013,1,SBA,1793,2500
107100,2/2/2013,ENGLISH,2013,1,SBA,2078,2500
107100,2/1/2014,MATH,2014,2,SBA,1907,2500
107100,2/2/2014,ENGLISH,2014,2,SBA,1300,2500
107100,2/1/2015,MATH,2015,3,SBA,2301,2500
107100,2/2/2015,ENGLISH,2015,3,SBA,1719,2500
107100,5/1/2016,MATH,2016,4,MSP,5,5
107100,5/2/2016,ENGLISH,2016,4,MSP,4,5
107200,2/1/2013,MATH,2013,1,SBA,2201,2500
107200,2/2/2013,ENGLISH,2013,1,SBA,1025,2500
107200,2/1/2014,MATH,2014,2,SBA,2184,2500
107200,2/2/2014,ENGLISH,2014,2,SBA,1224,2500
107200,2/1/2015,MATH,2015,3,SBA,1128,2500
107200,2/2/2015,ENGLISH,2015,3,SBA,2335,2500
107200,5/1/2016,MATH,2016,4,MSP,1,5
107200,5/2/2016,ENGLISH,2016,4,MSP,0,5
107300,2/1/2013,MATH,2013,1,SBA,1323,2500
107300,2/2/2013,ENGLISH,2013,1,SBA,1411,2500
107300,2/1/2014,MATH,2014,2,SBA,1715,2500
107300,2/2/2014,ENGLISH,2014,2,SBA,1451,2500
107300,2/1/2015,MATH,2015,3,SBA,1830,2500
107300,2/2/2015,ENGLISH,2015,3,SBA,1881,2500
107300,5/1/2016,MATH,2016,4,MSP,3,5
107300,5/2/2016,ENGLISH,2016,4,MSP,5,5
107400,2/1/2013,MATH,2013,1,SBA,2144,2500
107400,2/2/2013,ENGLISH,2013,1,SBA,1212,2500
107400,2/1/2014,MATH,2014,2,SBA,2107,2500
107400,2/2/2014,ENGLISH,2014,2,SBA,2154,2500
107400,2/1/2015,MATH,2015,3,SBA,1617,2500
107400,2/2/2015,ENGLISH,2015,3,SBA,1968,2500
107400,5/1/2016,MATH,2016,4,MSP,2,5
107400,5/2/2016,ENGLISH,2016,4,MSP,4,5
107500,2/1/2013,MATH,2013,1,SBA,2178,2500
107500,2/2/2013,ENGLISH,2013,1,SBA,1465,2500
107500,2/1/2014,MATH,2014,2,SBA,2500,2500
107500,2/2/2014,ENGLISH,2014,2,SBA,2317,2500
107500,2/1/2015,MATH,2015,3,SBA,1459,2500
107500,2/2/2015,ENGLISH,2015,3,SBA,2217,2500
107500,5/1/2016,MATH,2016,4,MSP,3,5
107500,5/2/2016,ENGLISH,2016,4,MSP,1,5
107600,2/1/2013,MATH,2013,1,SBA,1043,2500
107600,2/2/2013,ENGLISH,2013,1,SBA,1436,2500
107600,2/1/2014,MATH,2014,2,SBA,2279,2500
107600,2/2/2014,ENGLISH,2014,2,SBA,1348,2500
107600,2/1/2015,MATH,2015,3,SBA,1664,2500
107600,2/2/2015,ENGLISH,2015,3,SBA,1832,2500
107600,5/1/2016,MATH,2016,4,MSP,1,5
107600,5/2/2016,ENGLISH,2016,4,MSP,5,5
107700,2/1/2013,MATH,2013,1,SBA,1313,2500
107700,2/2/2013,ENGLISH,2013,1,SBA,1132,2500
107700,2/1/2014,MATH,2014,2,SBA,1503,2500
107700,2/2/2014,ENGLISH,2014,2,SBA,1168,2500
107700,2/1/2015,MATH,2015,3,SBA,2012,2500
107700,2/2/2015,ENGLISH,2015,3,SBA,1144,2500
107700,5/1/2016,MATH,2016,4,MSP,4,5
107700,5/2/2016,ENGLISH,2016,4,MSP,4,5
107800,2/1/2013,MATH,2013,1,SBA,1580,2500
107800,2/2/2013,ENGLISH,2013,1,SBA,1090,2500
107800,2/1/2014,MATH,2014,2,SBA,2327,2500
107800,2/2/2014,ENGLISH,2014,2,SBA,2388,2500
107800,2/1/2015,MATH,2015,3,SBA,1863,2500
107800,2/2/2015,ENGLISH,2015,3,SBA,2106,2500
107800,5/1/2016,MATH,2016,4,MSP,0,5
107800,5/2/2016,ENGLISH,2016,4,MSP,0,5
107900,2/1/2013,MATH,2013,1,SBA,1557,2500
107900,2/2/2013,ENGLISH,2013,1,SBA,1825,2500
107900,2/1/2014,MATH,2014,2,SBA,2212,2500
107900,2/2/2014,ENGLISH,2014,2,SBA,1571,2500
107900,2/1/2015,MATH,2015,3,SBA,2226,2500
107900,2/2/2015,ENGLISH,2015,3,SBA,2383,2500
107900,5/1/2016,MATH,2016,4,MSP,3,5
107900,5/2/2016,ENGLISH,2016,4,MSP,1,5
108000,2/1/2013,MATH,2013,1,SBA,2269,2500
108000,2/2/2013,ENGLISH,2013,1,SBA,1879,2500
108000,2/1/2014,MATH,2014,2,SBA,1386,2500
108000,2/2/2014,ENGLISH,2014,2,SBA,1449,2500
108000,2/1/2015,MATH,2015,3,SBA,2272,2500
108000,2/2/2015,ENGLISH,2015,3,SBA,1840,2500
108000,5/1/2016,MATH,2016,4,MSP,1,5
108000,5/2/2016,ENGLISH,2016,4,MSP,1,5
108100,2/1/2013,MATH,2013,1,SBA,1207,2500
108100,2/2/2013,ENGLISH,2013,1,SBA,1364,2500
108100,2/1/2014,MATH,2014,2,SBA,2126,2500
108100,2/2/2014,ENGLISH,2014,2,SBA,1360,2500
108100,2/1/2015,MATH,2015,3,SBA,1491,2500
108100,2/2/2015,ENGLISH,2015,3,SBA,1867,2500
108100,5/1/2016,MATH,2016,4,MSP,3,5
108100,5/2/2016,ENGLISH,2016,4,MSP,5,5
108200,2/1/2013,MATH,2013,1,SBA,2297,2500
108200,2/2/2013,ENGLISH,2013,1,SBA,1831,2500
108200,2/1/2014,MATH,2014,2,SBA,1745,2500
108200,2/2/2014,ENGLISH,2014,2,SBA,2154,2500
108200,2/1/2015,MATH,2015,3,SBA,1297,2500
108200,2/2/2015,ENGLISH,2015,3,SBA,1792,2500
108200,5/1/2016,MATH,2016,4,MSP,4,5
108200,5/2/2016,ENGLISH,2016,4,MSP,1,5
108300,2/1/2013,MATH,2013,1,SBA,2231,2500
108300,2/2/2013,ENGLISH,2013,1,SBA,2003,2500
108300,2/1/2014,MATH,2014,2,SBA,2252,2500
108300,2/2/2014,ENGLISH,2014,2,SBA,1017,2500
108300,2/1/2015,MATH,2015,3,SBA,1330,2500
108300,2/2/2015,ENGLISH,2015,3,SBA,2282,2500
108300,5/1/2016,MATH,2016,4,MSP,4,5
108300,5/2/2016,ENGLISH,2016,4,MSP,1,5
108400,2/1/2013,MATH,2013,1,SBA,1870,2500
108400,2/2/2013,ENGLISH,2013,1,SBA,1057,2500
108400,2/1/2014,MATH,2014,2,SBA,1556,2500
108400,2/2/2014,ENGLISH,2014,2,SBA,2349,2500
108400,2/1/2015,MATH,2015,3,SBA,1428,2500
108400,2/2/2015,ENGLISH,2015,3,SBA,1033,2500
108400,5/1/2016,MATH,2016,4,MSP,2,5
108400,5/2/2016,ENGLISH,2016,4,MSP,3,5
108500,2/1/2013,MATH,2013,1,SBA,1651,2500
108500,2/2/2013,ENGLISH,2013,1,SBA,1590,2500
108500,2/1/2014,MATH,2014,2,SBA,1094,2500
108500,2/2/2014,ENGLISH,2014,2,SBA,1745,2500
108500,2/1/2015,MATH,2015,3,SBA,1583,2500
108500,2/2/2015,ENGLISH,2015,3,SBA,2236,2500
108500,5/1/2016,MATH,2016,4,MSP,3,5
108500,5/2/2016,ENGLISH,2016,4,MSP,1,5
108600,2/1/2013,MATH,2013,1,SBA,1461,2500
108600,2/2/2013,ENGLISH,2013,1,SBA,2323,2500
108600,2/1/2014,MATH,2014,2,SBA,1624,2500
108600,2/2/2014,ENGLISH,2014,2,SBA,1502,2500
108600,2/1/2015,MATH,2015,3,SBA,1188,2500
108600,2/2/2015,ENGLISH,2015,3,SBA,1482,2500
108600,5/1/2016,MATH,2016,4,MSP,5,5
108600,5/2/2016,ENGLISH,2016,4,MSP,3,5
108700,2/1/2013,MATH,2013,1,SBA,2113,2500
108700,2/2/2013,ENGLISH,2013,1,SBA,1957,2500
108700,2/1/2014,MATH,2014,2,SBA,2375,2500
108700,2/2/2014,ENGLISH,2014,2,SBA,1646,2500
108700,2/1/2015,MATH,2015,3,SBA,2377,2500
108700,2/2/2015,ENGLISH,2015,3,SBA,2003,2500
108700,5/1/2016,MATH,2016,4,MSP,2,5
108700,5/2/2016,ENGLISH,2016,4,MSP,1,5
108800,2/1/2013,MATH,2013,1,SBA,2080,2500
108800,2/2/2013,ENGLISH,2013,1,SBA,1516,2500
108800,2/1/2014,MATH,2014,2,SBA,1802,2500
108800,2/2/2014,ENGLISH,2014,2,SBA,2127,2500
108800,2/1/2015,MATH,2015,3,SBA,1076,2500
108800,2/2/2015,ENGLISH,2015,3,SBA,1583,2500
108800,5/1/2016,MATH,2016,4,MSP,5,5
108800,5/2/2016,ENGLISH,2016,4,MSP,4,5
108900,2/1/2013,MATH,2013,1,SBA,1651,2500
108900,2/2/2013,ENGLISH,2013,1,SBA,1524,2500
108900,2/1/2014,MATH,2014,2,SBA,1314,2500
108900,2/2/2014,ENGLISH,2014,2,SBA,1986,2500
108900,2/1/2015,MATH,2015,3,SBA,2390,2500
108900,2/2/2015,ENGLISH,2015,3,SBA,1244,2500
108900,5/1/2016,MATH,2016,4,MSP,4,5
108900,5/2/2016,ENGLISH,2016,4,MSP,2,5
109000,2/1/2013,MATH,2013,1,SBA,1763,2500
109000,2/2/2013,ENGLISH,2013,1,SBA,1885,2500
109000,2/1/2014,MATH,2014,2,SBA,2457,2500
109000,2/2/2014,ENGLISH,2014,2,SBA,1195,2500
109000,2/1/2015,MATH,2015,3,SBA,1757,2500
109000,2/2/2015,ENGLISH,2015,3,SBA,1317,2500
109000,5/1/2016,MATH,2016,4,MSP,1,5
109000,5/2/2016,ENGLISH,2016,4,MSP,1,5
109100,2/1/2013,MATH,2013,1,SBA,1109,2500
109100,2/2/2013,ENGLISH,2013,1,SBA,2363,2500
109100,2/1/2014,MATH,2014,2,SBA,1392,2500
109100,2/2/2014,ENGLISH,2014,2,SBA,1944,2500
109100,2/1/2015,MATH,2015,3,SBA,2368,2500
109100,2/2/2015,ENGLISH,2015,3,SBA,1241,2500
109100,5/1/2016,MATH,2016,4,MSP,5,5
109100,5/2/2016,ENGLISH,2016,4,MSP,1,5
109200,2/1/2013,MATH,2013,1,SBA,1626,2500
109200,2/2/2013,ENGLISH,2013,1,SBA,2240,2500
109200,2/1/2014,MATH,2014,2,SBA,1249,2500
109200,2/2/2014,ENGLISH,2014,2,SBA,2312,2500
109200,2/1/2015,MATH,2015,3,SBA,1500,2500
109200,2/2/2015,ENGLISH,2015,3,SBA,1405,2500
109200,5/1/2016,MATH,2016,4,MSP,2,5
109200,5/2/2016,ENGLISH,2016,4,MSP,3,5
109300,2/1/2013,MATH,2013,1,SBA,1846,2500
109300,2/2/2013,ENGLISH,2013,1,SBA,1362,2500
109300,2/1/2014,MATH,2014,2,SBA,1168,2500
109300,2/2/2014,ENGLISH,2014,2,SBA,1780,2500
109300,2/1/2015,MATH,2015,3,SBA,1322,2500
109300,2/2/2015,ENGLISH,2015,3,SBA,1728,2500
109300,5/1/2016,MATH,2016,4,MSP,2,5
109300,5/2/2016,ENGLISH,2016,4,MSP,5,5
109400,2/1/2013,MATH,2013,1,SBA,1929,2500
109400,2/2/2013,ENGLISH,2013,1,SBA,1887,2500
109400,2/1/2014,MATH,2014,2,SBA,2097,2500
109400,2/2/2014,ENGLISH,2014,2,SBA,1061,2500
109400,2/1/2015,MATH,2015,3,SBA,2181,2500
109400,2/2/2015,ENGLISH,2015,3,SBA,2475,2500
109400,5/1/2016,MATH,2016,4,MSP,4,5
109400,5/2/2016,ENGLISH,2016,4,MSP,2,5
109500,2/1/2013,MATH,2013,1,SBA,1786,2500
109500,2/2/2013,ENGLISH,2013,1,SBA,2117,2500
109500,2/1/2014,MATH,2014,2,SBA,2043,2500
109500,2/2/2014,ENGLISH,2014,2,SBA,1543,2500
109500,2/1/2015,MATH,2015,3,SBA,1412,2500
109500,2/2/2015,ENGLISH,2015,3,SBA,2127,2500
109500,5/1/2016,MATH,2016,4,MSP,4,5
109500,5/2/2016,ENGLISH,2016,4,MSP,2,5
109600,2/1/2013,MATH,2013,1,SBA,2168,2500
109600,2/2/2013,ENGLISH,2013,1,SBA,1384,2500
109600,2/1/2014,MATH,2014,2,SBA,1071,2500
109600,2/2/2014,ENGLISH,2014,2,SBA,1796,2500
109600,2/1/2015,MATH,2015,3,SBA,2280,2500
109600,2/2/2015,ENGLISH,2015,3,SBA,1793,2500
109600,5/1/2016,MATH,2016,4,MSP,5,5
109600,5/2/2016,ENGLISH,2016,4,MSP,5,5
109700,2/1/2013,MATH,2013,1,SBA,2322,2500
109700,2/2/2013,ENGLISH,2013,1,SBA,1110,2500
109700,2/1/2014,MATH,2014,2,SBA,1682,2500
109700,2/2/2014,ENGLISH,2014,2,SBA,1002,2500
109700,2/1/2015,MATH,2015,3,SBA,1448,2500
109700,2/2/2015,ENGLISH,2015,3,SBA,1015,2500
109700,5/1/2016,MATH,2016,4,MSP,5,5
109700,5/2/2016,ENGLISH,2016,4,MSP,4,5
109800,2/1/2013,MATH,2013,1,SBA,2430,2500
109800,2/2/2013,ENGLISH,2013,1,SBA,2466,2500
109800,2/1/2014,MATH,2014,2,SBA,1257,2500
109800,2/2/2014,ENGLISH,2014,2,SBA,1734,2500
109800,2/1/2015,MATH,2015,3,SBA,2164,2500
109800,2/2/2015,ENGLISH,2015,3,SBA,2412,2500
109800,5/1/2016,MATH,2016,4,MSP,4,5
109800,5/2/2016,ENGLISH,2016,4,MSP,5,5
109900,2/1/2013,MATH,2013,1,SBA,1226,2500
109900,2/2/2013,ENGLISH,2013,1,SBA,1759,2500
109900,2/1/2014,MATH,2014,2,SBA,2457,2500
109900,2/2/2014,ENGLISH,2014,2,SBA,2019,2500
109900,2/1/2015,MATH,2015,3,SBA,1448,2500
109900,2/2/2015,ENGLISH,2015,3,SBA,2499,2500
109900,5/1/2016,MATH,2016,4,MSP,2,5
109900,5/2/2016,ENGLISH,2016,4,MSP,0,5
110000,2/1/2013,MATH,2013,1,SBA,1855,2500
110000,2/2/2013,ENGLISH,2013,1,SBA,2048,2500
110000,2/1/2014,MATH,2014,2,SBA,1571,2500
110000,2/2/2014,ENGLISH,2014,2,SBA,1214,2500
110000,2/1/2015,MATH,2015,3,SBA,2025,2500
110000,2/2/2015,ENGLISH,2015,3,SBA,2081,2500
110000,5/1/2016,MATH,2016,4,MSP,3,5
110000,5/2/2016,ENGLISH,2016,4,MSP,1,5
